review_order,priority_group,triage_rank,triage_score,listing_id,address,source_label,recommended_source,recommended_label,coordinate_confidence,best_photo_indices,arcgis_real_tiles,arcgis_placeholder_tiles,best_overhead_candidate,aerial_contact_sheet,mls_contact_sheet,google_best_image,google_contact_sheet,bing_contact_sheet,mapbox_contact_sheet,app_path,review_reason,rights_note
221,A - strong candidate,273,25,20071157,974 SWANSEA VIEW Road,Columbia Valley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\columbia_valley\974-swansea-view-road-20071157\esri_world_imagery_z19\z19_x93224_y176679.jpg,data\contact_sheets\columbia_valley\974-swansea-view-road-20071157\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\974-swansea-view-road-20071157\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\974-swansea-view-road-20071157\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\974-swansea-view-road-20071157\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-20071157,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; House/lot area visible with surrounding roads and nearby homes, but tree canopy and shadows obscure much of the backyard/lot deta…",MLS/listing photos are research-only until rights are verified.
222,A - strong candidate,274,25,10675594,9841 VICTORIA Street,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\fernie_sparwood\9841-victoria-street-10675594\esri_world_imagery_z19\z19_x94714_y178731.jpg,data\contact_sheets\fernie_sparwood\9841-victoria-street-10675594\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\9841-victoria-street-10675594\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\9841-victoria-street-10675594\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\9841-victoria-street-10675594\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10675594,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Clear overhead view of house, driveway, yard, and surrounding lot context; z20 also good for close detail.",MLS/listing photos are research-only until rights are verified.
223,A - strong candidate,275,25,10664190,9982 WILDWOOD Lane,Columbia Valley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\columbia_valley\9982-wildwood-lane-10664190\esri_world_imagery_z19\z19_x92839_y176800.jpg,data\contact_sheets\columbia_valley\9982-wildwood-lane-10664190\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\9982-wildwood-lane-10664190\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\9982-wildwood-lane-10664190\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\9982-wildwood-lane-10664190\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10664190,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: contact sheet appears to show only interiors; no exterior, backyard, lot, aerial, or elevated house/lot view visible…",MLS/listing photos are research-only until rights are verified.
224,A - strong candidate,51,94,20028580,1309 BIRCHWOOD Place,Fernie/Sparwood,bing_overhead_house_backyard_candidate,Strong Bing overhead,listing,1,9,0,data\aerial\fernie_sparwood\1309-birchwood-place-20028580\esri_world_imagery_z19\z19_x94821_y178367.jpg,data\contact_sheets\fernie_sparwood\1309-birchwood-place-20028580\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1309-birchwood-place-20028580\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1309-birchwood-place-20028580\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1309-birchwood-place-20028580\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\fernie-sparwood\1309-birchwood-place-20028580\bing_aerial_contact_sheet.jpg,,/fernie-sparwood#listing-20028580,"Vision batch 002: print_mockup_potential=low; best_candidate_tile=center; Heavily treed lot with obscured yard and blurry imagery; limited usable backyard detail.; Goal review: no aerial/top-down/elevated lot view visible. Only exterior candidate is photo 1,…",MLS/listing photos are research-only until rights are verified.
225,A - strong candidate,52,94,20078363,1357 Cypress Drive,Fernie/Sparwood,bing_overhead_house_backyard_candidate,Strong Bing overhead,listing,"1,2,3",9,0,data\aerial\fernie_sparwood\1357-cypress-drive-20078363\esri_world_imagery_z19\z19_x94823_y178368.jpg,data\contact_sheets\fernie_sparwood\1357-cypress-drive-20078363\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1357-cypress-drive-20078363\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1357-cypress-drive-20078363\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1357-cypress-drive-20078363\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\fernie-sparwood\1357-cypress-drive-20078363\bing_aerial_contact_sheet.jpg,,/fernie-sparwood#listing-20078363,"Vision batch 001: print_mockup_potential=low; best_candidate_tile=center; Blurry residential view with some yard and tree cover, but details are weak for print marketing.; Goal review: no aerial/elevated exterior. Photos 1-3 are front ground-level house/lot v…",MLS/listing photos are research-only until rights are verified.
226,A - strong candidate,53,94,10683161,2313 FALCON Court,Fernie/Sparwood,bing_overhead_house_backyard_candidate,Strong Bing overhead,listing,1,8,1,data\aerial\fernie_sparwood\2313-falcon-court-10683161\esri_world_imagery_z19\z19_x94820_y178356.jpg,data\contact_sheets\fernie_sparwood\2313-falcon-court-10683161\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\2313-falcon-court-10683161\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\2313-falcon-court-10683161\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\2313-falcon-court-10683161\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\fernie-sparwood\2313-falcon-court-10683161\bing_aerial_contact_sheet.jpg,,/fernie-sparwood#listing-10683161,Vision batch 002: print_mockup_potential=low; best_candidate_tile=center; House and lot are visible but very blurry with little usable backyard detail.; Goal review: photo 1 is a ground-level front exterior only; no aerial/elevated image showing house with ba…,MLS/listing photos are research-only until rights are verified.
227,A - strong candidate,56,78,20058040,205 309th Avenue,Cranbrook/Kimberley,bing_overhead_house_backyard_candidate,Strong Bing overhead,listing,"1,3,5,4",0,9,data\aerial\cranbrook_kimberley\205-309th-avenue-20058040\esri_world_imagery_z19\z19_x93275_y178625.jpg,data\contact_sheets\cranbrook_kimberley\205-309th-avenue-20058040\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\205-309th-avenue-20058040\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\205-309th-avenue-20058040\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\205-309th-avenue-20058040\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\cranbrook-kimberley\205-309th-avenue-20058040\bing_aerial_contact_sheet.jpg,,/cranbrook-kimberley#listing-20058040,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Strong yard/lawn/deck imagery; no apparent aerial or pool/hot tub.; Center tile includes partial house roof and treed lot/backyar…,MLS/listing photos are research-only until rights are verified.
228,A - strong candidate,57,78,20074790,215 13th Avenue S,Cranbrook/Kimberley,bing_overhead_house_backyard_candidate,Strong Bing overhead,listing,"20,22,23,27,29",0,9,data\aerial\cranbrook_kimberley\215-13th-avenue-s-20074790\esri_world_imagery_z19\z19_x93550_y178919.jpg,data\contact_sheets\cranbrook_kimberley\215-13th-avenue-s-20074790\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\215-13th-avenue-s-20074790\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\215-13th-avenue-s-20074790\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\215-13th-avenue-s-20074790\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\cranbrook-kimberley\215-13th-avenue-s-20074790\bing_aerial_contact_sheet.jpg,,/cranbrook-kimberley#listing-20074790,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Extensive landscaped garden/backyard sequence with paths, fencing, patio seating.; Center/red tile shows house/yard context, thou…",MLS/listing photos are research-only until rights are verified.
229,A - strong candidate,58,78,10672915,3415 CROOKED TREE Place,Columbia Valley,bing_overhead_house_backyard_candidate,Strong Bing overhead,listing,"1,2,3,4,5,6,7,8,9,10,11,12,13",0,9,data\aerial\columbia_valley\3415-crooked-tree-place-10672915\esri_world_imagery_z19\z19_x93377_y176883.jpg,data\contact_sheets\columbia_valley\3415-crooked-tree-place-10672915\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\3415-crooked-tree-place-10672915\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\3415-crooked-tree-place-10672915\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\3415-crooked-tree-place-10672915\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\columbia-valley\3415-crooked-tree-place-10672915\bing_aerial_contact_sheet.jpg,,/columbia-valley#listing-10672915,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Extensive ground-level exterior, yard, driveway, deck, and mountain/setting views; no definite drone; no pool/hot tub.; Middle-le…",MLS/listing photos are research-only until rights are verified.
230,A - strong candidate,59,78,20022519,611 NELSON Street,Cranbrook/Kimberley,bing_overhead_house_backyard_candidate,Strong Bing overhead,listing,"4,6,7,10,11,26",0,9,data\aerial\cranbrook_kimberley\611-nelson-street-20022519\esri_world_imagery_z19\z19_x93234_y178505.jpg,data\contact_sheets\cranbrook_kimberley\611-nelson-street-20022519\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\611-nelson-street-20022519\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\611-nelson-street-20022519\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\611-nelson-street-20022519\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\cranbrook-kimberley\611-nelson-street-20022519\bing_aerial_contact_sheet.jpg,,/cranbrook-kimberley#listing-20022519,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Strong backyard/deck/patio and garden coverage; all appear ground-level.; Center tile gives usable neighborhood overhead context…,MLS/listing photos are research-only until rights are verified.
231,A - strong candidate,61,70,10672843,150 SULLIVAN Drive,Cranbrook/Kimberley,bing_overhead_house_backyard_candidate,Strong Bing overhead,point_geocode,1,0,9,data\aerial\cranbrook_kimberley\150-sullivan-drive-10672843\esri_world_imagery_z19\z19_x93214_y178491.jpg,data\contact_sheets\cranbrook_kimberley\150-sullivan-drive-10672843\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\150-sullivan-drive-10672843\mls_contact_sheet.jpg,,data\alternate_contact_sheets\google\cranbrook-kimberley\150-sullivan-drive-10672843\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\cranbrook-kimberley\150-sullivan-drive-10672843\bing_aerial_contact_sheet.jpg,,/cranbrook-kimberley#listing-10672843,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Coordinate fallback applied: 150 Sullivan Dr, Kimberley, British Columbia, V1A 0A7 (arcgis_world_geocoder_manual_variant); recoll…",MLS/listing photos are research-only until rights are verified.
232,A - strong candidate,62,70,10672111,2577 SANDSTONE Circle,Columbia Valley,bing_overhead_house_backyard_candidate,Strong Bing overhead,house_geocode,"4,6,9",0,9,data\aerial\columbia_valley\2577-sandstone-circle-10672111\esri_world_imagery_z19\z19_x93146_y176718.jpg,data\contact_sheets\columbia_valley\2577-sandstone-circle-10672111\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\2577-sandstone-circle-10672111\mls_contact_sheet.jpg,,data\alternate_contact_sheets\google\columbia-valley\2577-sandstone-circle-10672111\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\columbia-valley\2577-sandstone-circle-10672111\bing_aerial_contact_sheet.jpg,,/columbia-valley#listing-10672111,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Coordinate fallback applied: 2577 Sandstone Circle, Invermere, BC (nominatim); recollected ArcGIS z19 tiles. Automated placeholde…",MLS/listing photos are research-only until rights are verified.
233,A - strong candidate,63,70,10659027,4642 ROWAN Street,Columbia Valley,bing_overhead_house_backyard_candidate,Strong Bing overhead,point_geocode,"1,2,5,6",0,9,data\aerial\columbia_valley\4642-rowan-street-10659027\esri_world_imagery_z19\z19_x93222_y176767.jpg,data\contact_sheets\columbia_valley\4642-rowan-street-10659027\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\4642-rowan-street-10659027\mls_contact_sheet.jpg,,data\alternate_contact_sheets\google\columbia-valley\4642-rowan-street-10659027\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\columbia-valley\4642-rowan-street-10659027\bing_aerial_contact_sheet.jpg,,/columbia-valley#listing-10659027,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Coordinate fallback applied: 4642 Rowan St, Windermere, British Columbia, V0B 2L2 (arcgis_world_geocoder_manual_variant); recolle…",MLS/listing photos are research-only until rights are verified.
234,A - strong candidate,64,70,10680493,4958 MERLO Road,Columbia Valley,bing_overhead_house_backyard_candidate,Strong Bing overhead,point_geocode,"3,4,10,11,12,13",0,9,data\aerial\columbia_valley\4958-merlo-road-10680493\esri_world_imagery_z19\z19_x93219_y176683.jpg,data\contact_sheets\columbia_valley\4958-merlo-road-10680493\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\4958-merlo-road-10680493\mls_contact_sheet.jpg,,data\alternate_contact_sheets\google\columbia-valley\4958-merlo-road-10680493\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\columbia-valley\4958-merlo-road-10680493\bing_aerial_contact_sheet.jpg,,/columbia-valley#listing-10680493,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Coordinate fallback applied: 4958 Merlo Rd, Invermere, British Columbia, V0A 1K3 (arcgis_world_geocoder_manual_variant); recollec…",MLS/listing photos are research-only until rights are verified.
235,A - strong candidate,65,70,10623245,5160 RIVERSIDE Drive,Columbia Valley,bing_overhead_house_backyard_candidate,Strong Bing overhead,point_geocode,"1,3,4,14,15,16,17",0,9,data\aerial\columbia_valley\5160-riverside-drive-10623245\esri_world_imagery_z19\z19_x93396_y177068.jpg,data\contact_sheets\columbia_valley\5160-riverside-drive-10623245\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\5160-riverside-drive-10623245\mls_contact_sheet.jpg,,data\alternate_contact_sheets\google\columbia-valley\5160-riverside-drive-10623245\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\columbia-valley\5160-riverside-drive-10623245\bing_aerial_contact_sheet.jpg,,/columbia-valley#listing-10623245,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Coordinate fallback applied: 5160 Riverside Dr, Fairmont Hot Springs, British Columbia, V0B 1L1 (arcgis_world_geocoder_manual_var…",MLS/listing photos are research-only until rights are verified.
236,A - strong candidate,69,62,10629099,4815 HOLLAND CREEK RIDGE Road,Columbia Valley,bing_overhead_house_backyard_candidate,Strong Bing overhead,street_geocode,,0,9,data\aerial\columbia_valley\4815-holland-creek-ridge-road-10629099\esri_world_imagery_z19\z19_x93202_y176677.jpg,data\contact_sheets\columbia_valley\4815-holland-creek-ridge-road-10629099\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\4815-holland-creek-ridge-road-10629099\mls_contact_sheet.jpg,,data\alternate_contact_sheets\google\columbia-valley\4815-holland-creek-ridge-road-10629099\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\columbia-valley\4815-holland-creek-ridge-road-10629099\bing_aerial_contact_sheet.jpg,,/columbia-valley#listing-10629099,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Coordinate fallback applied: Holland Creek Ridge Road, Area F, East Kootenay, BC (nominatim); recollected ArcGIS z19 tiles. Autom…",MLS/listing photos are research-only until rights are verified.
237,A - strong candidate,70,62,10561093,5401 BOOMERANG Way,Fernie/Sparwood,bing_overhead_house_backyard_candidate,Strong Bing overhead,point_geocode,1,0,9,data\aerial\fernie_sparwood\5401-boomerang-way-10561093\esri_world_imagery_z19\z19_x94542_y179011.jpg,data\contact_sheets\fernie_sparwood\5401-boomerang-way-10561093\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\5401-boomerang-way-10561093\mls_contact_sheet.jpg,,data\alternate_contact_sheets\google\fernie-sparwood\5401-boomerang-way-10561093\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\fernie-sparwood\5401-boomerang-way-10561093\bing_aerial_contact_sheet.jpg,,/fernie-sparwood#listing-10561093,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Coordinate fallback applied: 5401 Boomerang Way, Fernie, British Columbia, V0B 1M6 (arcgis_world_geocoder_manual_variant); recoll…",MLS/listing photos are research-only until rights are verified.
238,A - strong candidate,71,62,10613313,964 LAKEVIEW MEADOWS GLEN,Columbia Valley,bing_overhead_house_backyard_candidate,Strong Bing overhead,street_geocode,,0,9,data\aerial\columbia_valley\964-lakeview-meadows-glen-10613313\esri_world_imagery_z19\z19_x93209_y176674.jpg,data\contact_sheets\columbia_valley\964-lakeview-meadows-glen-10613313\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\964-lakeview-meadows-glen-10613313\mls_contact_sheet.jpg,,data\alternate_contact_sheets\google\columbia-valley\964-lakeview-meadows-glen-10613313\google_satellite_contact_sheet.jpg,data\alternate_contact_sheets\bing\columbia-valley\964-lakeview-meadows-glen-10613313\bing_aerial_contact_sheet.jpg,,/columbia-valley#listing-10613313,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Coordinate fallback applied: Lakeview Meadows Glen, Area F, East Kootenay, BC (nominatim); recollected ArcGIS z19 tiles. Automate…",MLS/listing photos are research-only until rights are verified.
239,A - strong candidate,54,85,10679423,1681 KOOCANUSA LAKE Drive,Fernie/Sparwood,arcgis_overhead_house_backyard_candidate,Strong ArcGIS overhead,listing,,9,0,data\aerial\fernie_sparwood\1681-koocanusa-lake-drive-10679423\esri_world_imagery_z19\z19_x94320_y179657.jpg,data\contact_sheets\fernie_sparwood\1681-koocanusa-lake-drive-10679423\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1681-koocanusa-lake-drive-10679423\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1681-koocanusa-lake-drive-10679423\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1681-koocanusa-lake-drive-10679423\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10679423,"Vision batch 001: print_mockup_potential=high; best_candidate_tile=center; Clear lakeside property with yard, beach, and shoreline context; no obvious hot tub or pool.",MLS/listing photos are research-only until rights are verified.
240,A - strong candidate,66,69,20068707,1643 Koocanusa Lake Drive,Fernie/Sparwood,arcgis_overhead_house_backyard_candidate,Strong ArcGIS overhead,listing,,9,0,data\aerial\fernie_sparwood\1643-koocanusa-lake-drive-20068707\esri_world_imagery_z19\z19_x94322_y179654.jpg,data\contact_sheets\fernie_sparwood\1643-koocanusa-lake-drive-20068707\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1643-koocanusa-lake-drive-20068707\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1643-koocanusa-lake-drive-20068707\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1643-koocanusa-lake-drive-20068707\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-20068707,Vision batch 001: print_mockup_potential=medium; best_candidate_tile=other; Center tile is mostly road and driveway; adjacent right-side tiles show better homes and lawns near water.,MLS/listing photos are research-only until rights are verified.
241,A - strong candidate,67,68,20059379,1265 VALLEY VIEW Place,Fernie/Sparwood,arcgis_overhead_house_backyard_candidate,Strong ArcGIS overhead,listing,"27,29,30,26,28",9,0,data\aerial\fernie_sparwood\1265-valley-view-place-20059379\esri_world_imagery_z19\z19_x94821_y178381.jpg,data\contact_sheets\fernie_sparwood\1265-valley-view-place-20059379\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1265-valley-view-place-20059379\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1265-valley-view-place-20059379\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1265-valley-view-place-20059379\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-20059379,Vision batch 002: print_mockup_potential=medium; best_candidate_tile=center; Center tile shows house and yard but imagery is soft; small circular feature may be a tub/pool or yard object. MLS crosscheck batch 001: backyard_photos=yes; drone_or_aerial=no; hot_…,MLS/listing photos are research-only until rights are verified.
242,A - strong candidate,68,68,10621595,9382 MOYIE SHORES ESTATE Road,Cranbrook/Kimberley,arcgis_overhead_house_backyard_candidate,Strong ArcGIS overhead,listing,"7,8,12,14,3,6,11",9,0,data\aerial\cranbrook_kimberley\9382-moyie-shores-estate-road-10621595\esri_world_imagery_z19\z19_x93449_y179410.jpg,data\contact_sheets\cranbrook_kimberley\9382-moyie-shores-estate-road-10621595\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\9382-moyie-shores-estate-road-10621595\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\9382-moyie-shores-estate-road-10621595\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\9382-moyie-shores-estate-road-10621595\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10621595,Vision batch 002: print_mockup_potential=medium; best_candidate_tile=center; Center/right area shows a lot with yard and structures; possible round feature but not confidently identifiable. MLS crosscheck batch 001: backyard_photos=yes; drone_or_aerial=no; ho…,MLS/listing photos are research-only until rights are verified.
243,A - strong candidate,103,52,10683952,1204 VALLEY VIEW Drive,Fernie/Sparwood,arcgis_overhead_house_backyard_candidate,Strong ArcGIS overhead,listing,,9,0,data\aerial\fernie_sparwood\1204-valley-view-drive-10683952\esri_world_imagery_z19\z19_x94820_y178378.jpg,data\contact_sheets\fernie_sparwood\1204-valley-view-drive-10683952\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1204-valley-view-drive-10683952\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1204-valley-view-drive-10683952\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1204-valley-view-drive-10683952\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10683952,"Vision batch 001: print_mockup_potential=medium; best_candidate_tile=center; Center tile shows the home edge, lawn, driveway, and road; somewhat soft but usable for a basic overhead crop.",MLS/listing photos are research-only until rights are verified.
244,A - strong candidate,104,52,20022704,1206 VALLEY VIEW Drive,Fernie/Sparwood,arcgis_overhead_house_backyard_candidate,Strong ArcGIS overhead,listing,,9,0,data\aerial\fernie_sparwood\1206-valley-view-drive-20022704\esri_world_imagery_z19\z19_x94820_y178378.jpg,data\contact_sheets\fernie_sparwood\1206-valley-view-drive-20022704\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1206-valley-view-drive-20022704\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1206-valley-view-drive-20022704\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1206-valley-view-drive-20022704\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-20022704,"Vision batch 001: print_mockup_potential=medium; best_candidate_tile=center; Same contact-sheet area as prior image, with partial house and yard visible in center; no obvious pool or hot tub.",MLS/listing photos are research-only until rights are verified.
245,A - strong candidate,105,52,20049830,1256 Valley View Drive,Fernie/Sparwood,arcgis_overhead_house_backyard_candidate,Strong ArcGIS overhead,listing,,9,0,data\aerial\fernie_sparwood\1256-valley-view-drive-20049830\esri_world_imagery_z19\z19_x94821_y178380.jpg,data\contact_sheets\fernie_sparwood\1256-valley-view-drive-20049830\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1256-valley-view-drive-20049830\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1256-valley-view-drive-20049830\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1256-valley-view-drive-20049830\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-20049830,"Vision batch 001: print_mockup_potential=medium; best_candidate_tile=center; Center tile includes a visible structure and yard beside a curved road, though resolution is soft.",MLS/listing photos are research-only until rights are verified.
246,A - strong candidate,106,52,10667637,22-9481 ESTATES Road,Cranbrook/Kimberley,arcgis_overhead_house_backyard_candidate,Strong ArcGIS overhead,listing,,9,0,data\aerial\cranbrook_kimberley\22-9481-estates-road-10667637\esri_world_imagery_z19\z19_x93429_y179427.jpg,data\contact_sheets\cranbrook_kimberley\22-9481-estates-road-10667637\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\22-9481-estates-road-10667637\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\22-9481-estates-road-10667637\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\22-9481-estates-road-10667637\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10667637,"Vision batch 002: print_mockup_potential=medium; best_candidate_tile=center; Center tile shows a cleared rural area within trees; no clear house or amenity, but usable open-space context.",MLS/listing photos are research-only until rights are verified.
247,A - strong candidate,107,52,20046554,532 Granzow Road,Fernie/Sparwood,arcgis_overhead_house_backyard_candidate,Strong ArcGIS overhead,listing,,9,0,data\aerial\fernie_sparwood\532-granzow-road-20046554\esri_world_imagery_z19\z19_x94347_y179538.jpg,data\contact_sheets\fernie_sparwood\532-granzow-road-20046554\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\532-granzow-road-20046554\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\532-granzow-road-20046554\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\532-granzow-road-20046554\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-20046554,"Vision batch 001: print_mockup_potential=medium; best_candidate_tile=other; Wooded acreage setting with partial roofs and yard areas; tree cover obscures the center, and a dark rectangular feature in another tile is ambiguous.",MLS/listing photos are research-only until rights are verified.
