triage_rank,triage_score,listing_id,address,source_label,area,subarea,coordinate_confidence,latitude,longitude,recommended_source,aerial_coverage_goal,best_overhead_candidate,aerial_contact_sheet,aerial_review_status,aerial_backyard_visibility,aerial_overhead_quality,aerial_real_tiles,aerial_placeholder_tiles,mls_contact_sheet,mls_photo_count,mls_backyard_photos,mls_drone_or_aerial,mls_best_photo_indices,mls_candidate_strength,hot_tub_or_pool_signal,source_risk,notes
233,0,10587559,4905 LAKEVIEW MEADOWS Close,Columbia Valley,Kootenay,INRU - Windermere,listing,50.608878,-115.687432,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\4905-lakeview-meadows-close-10587559\esri_world_imagery_z19\z19_x93661_y176421.jpg,data\contact_sheets\columbia_valley\4905-lakeview-meadows-close-10587559\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\4905-lakeview-meadows-close-10587559\mls_contact_sheet.jpg,10,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
234,0,10569690,4927 LAKEVIEW MEADOWS Close,Columbia Valley,Kootenay,INRU - Windermere,point,50.49928719,-115.99612238,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\4927-lakeview-meadows-close-10569690\esri_world_imagery_z19\z19_x93212_y176672.jpg,data\contact_sheets\columbia_valley\4927-lakeview-meadows-close-10569690\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\4927-lakeview-meadows-close-10569690\mls_contact_sheet.jpg,5,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
235,0,10666174,4931 MOUNTAIN VIEW Drive,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.34123262,-115.85205765,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\4931-mountain-view-drive-10666174\esri_world_imagery_z19\z19_x93422_y177033.jpg,data\contact_sheets\columbia_valley\4931-mountain-view-drive-10666174\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\4931-mountain-view-drive-10666174\mls_contact_sheet.jpg,4,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
236,0,10673650,4949 MOUNTAIN HILL Road,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.34017945,-115.85252947,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\4949-mountain-hill-road-10673650\esri_world_imagery_z19\z19_x93421_y177036.jpg,data\contact_sheets\columbia_valley\4949-mountain-hill-road-10673650\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\4949-mountain-hill-road-10673650\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
237,0,10680493,4958 MERLO Road,Columbia Valley,Kootenay,INRU - Windermere,listing,50.4947386,-115.99099463,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\4958-merlo-road-10680493\esri_world_imagery_z19\z19_x93219_y176682.jpg,data\contact_sheets\columbia_valley\4958-merlo-road-10680493\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\4958-merlo-road-10680493\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
238,0,10673667,4985 MOUNTAIN TOP Drive,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.33865403,-115.84862168,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\4985-mountain-top-drive-10673667\esri_world_imagery_z19\z19_x93427_y177039.jpg,data\contact_sheets\columbia_valley\4985-mountain-top-drive-10673667\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\4985-mountain-top-drive-10673667\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
239,0,10573050,5009 FAIRWAY Drive,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.337223,-115.85105,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\5009-fairway-drive-10573050\esri_world_imagery_z19\z19_x93423_y177042.jpg,data\contact_sheets\columbia_valley\5009-fairway-drive-10573050\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\5009-fairway-drive-10573050\mls_contact_sheet.jpg,10,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
240,0,10608316,501-5258 HIGHLINE Drive,Fernie/Sparwood,Kootenay,FERU - Ski Hill Area,listing,49.464711,-115.088716,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\501-5258-highline-drive-10608316\esri_world_imagery_z19\z19_x94533_y179015.jpg,data\contact_sheets\fernie_sparwood\501-5258-highline-drive-10608316\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\501-5258-highline-drive-10608316\mls_contact_sheet.jpg,10,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
241,0,10682769,5025 RIVERVIEW Road,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.33398244,-115.86040344,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\5025-riverview-road-10682769\esri_world_imagery_z19\z19_x93410_y177050.jpg,data\contact_sheets\columbia_valley\5025-riverview-road-10682769\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\5025-riverview-road-10682769\mls_contact_sheet.jpg,12,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
242,0,20040797,51 100TH Avenue,Cranbrook/Kimberley,Kootenay,KI - Kimberley,listing,49.66654582,-115.96971065,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\51-100th-avenue-20040797\esri_world_imagery_z19\z19_x93250_y178562.jpg,data\contact_sheets\cranbrook_kimberley\51-100th-avenue-20040797\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\51-100th-avenue-20040797\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
243,0,20080295,5132 Riverview Crescent,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.3288008,-115.86106289,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\5132-riverview-crescent-20080295\esri_world_imagery_z19\z19_x93409_y177062.jpg,data\contact_sheets\columbia_valley\5132-riverview-crescent-20080295\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\5132-riverview-crescent-20080295\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
244,0,10683660,5138 RIVERVIEW Crescent,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.3281547,-115.86133465,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\5138-riverview-crescent-10683660\esri_world_imagery_z19\z19_x93408_y177063.jpg,data\contact_sheets\columbia_valley\5138-riverview-crescent-10683660\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\5138-riverview-crescent-10683660\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
245,0,10523709,515 LAKEVIEW Place,Columbia Valley,Kootenay,INRU - Windermere,listing,50.462525,-115.988646,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\515-lakeview-place-10523709\esri_world_imagery_z19\z19_x93223_y176756.jpg,data\contact_sheets\columbia_valley\515-lakeview-place-10523709\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\515-lakeview-place-10523709\mls_contact_sheet.jpg,1,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
246,0,10677817,5151 RIVERVIEW Road,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.32700167,-115.86354632,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\5151-riverview-road-10677817\esri_world_imagery_z19\z19_x93405_y177066.jpg,data\contact_sheets\columbia_valley\5151-riverview-road-10677817\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\5151-riverview-road-10677817\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
247,0,10570990,5156 RIVERVIEW Crescent,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.32762,-115.862353,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\5156-riverview-crescent-10570990\esri_world_imagery_z19\z19_x93407_y177064.jpg,data\contact_sheets\columbia_valley\5156-riverview-crescent-10570990\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\5156-riverview-crescent-10570990\mls_contact_sheet.jpg,10,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
248,0,10623245,5160 RIVERSIDE Drive,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.322129,-115.869072,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\5160-riverside-drive-10623245\esri_world_imagery_z19\z19_x93397_y177077.jpg,data\contact_sheets\columbia_valley\5160-riverside-drive-10623245\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\5160-riverside-drive-10623245\mls_contact_sheet.jpg,17,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
249,0,10669940,518 FOREST CROWNE Drive,Cranbrook/Kimberley,Kootenay,KI - Kimberley,listing,49.64148199,-115.9730321,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\518-forest-crowne-drive-10669940\esri_world_imagery_z19\z19_x93246_y178618.jpg,data\contact_sheets\cranbrook_kimberley\518-forest-crowne-drive-10669940\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\518-forest-crowne-drive-10669940\mls_contact_sheet.jpg,5,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
250,0,10561093,5401 BOOMERANG Way,Fernie/Sparwood,Kootenay,FERU - Ski Hill Area,listing,49.466416,-115.081985,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\5401-boomerang-way-10561093\esri_world_imagery_z19\z19_x94543_y179011.jpg,data\contact_sheets\fernie_sparwood\5401-boomerang-way-10561093\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\5401-boomerang-way-10561093\mls_contact_sheet.jpg,8,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
251,0,10674370,561 6TH Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.50560978,-115.06569396,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\561-6th-avenue-10674370\esri_world_imagery_z19\z19_x94567_y178923.jpg,data\contact_sheets\fernie_sparwood\561-6th-avenue-10674370\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\561-6th-avenue-10674370\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
252,0,20053873,562 6TH Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.50537721,-115.06535638,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\562-6th-avenue-20053873\esri_world_imagery_z19\z19_x94567_y178924.jpg,data\contact_sheets\fernie_sparwood\562-6th-avenue-20053873\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\562-6th-avenue-20053873\mls_contact_sheet.jpg,25,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
253,0,20022594,610 TRAIL Street,Cranbrook/Kimberley,Kootenay,KI - Kimberley,listing,49.69089269,-115.98039874,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\610-trail-street-20022594\esri_world_imagery_z19\z19_x93235_y178507.jpg,data\contact_sheets\cranbrook_kimberley\610-trail-street-20022594\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\610-trail-street-20022594\mls_contact_sheet.jpg,12,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
254,0,10574318,6392 TIE LAKE Road,Cranbrook/Kimberley,Kootenay,CRANL - Wycliffe,point,49.41728068,-115.31771804,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\6392-tie-lake-road-10574318\esri_world_imagery_z19\z19_x94200_y179121.jpg,data\contact_sheets\cranbrook_kimberley\6392-tie-lake-road-10574318\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\6392-tie-lake-road-10574318\mls_contact_sheet.jpg,7,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
255,0,10638277,6659 ROSEN LAKE Road,Fernie/Sparwood,Kootenay,FERU - Jaffray and Vicinity,listing,49.422663,-115.315268,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\6659-rosen-lake-road-10638277\esri_world_imagery_z19\z19_x94203_y179109.jpg,data\contact_sheets\fernie_sparwood\6659-rosen-lake-road-10638277\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\6659-rosen-lake-road-10638277\mls_contact_sheet.jpg,15,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
256,0,10673062,6853 ROSEN LAKE E Road,Fernie/Sparwood,Kootenay,FERU - Jaffray and Vicinity,listing,49.39397556,-115.25562759,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\6853-rosen-lake-e-road-10673062\esri_world_imagery_z19\z19_x94290_y179174.jpg,data\contact_sheets\fernie_sparwood\6853-rosen-lake-e-road-10673062\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\6853-rosen-lake-e-road-10673062\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
257,0,10672919,6894 COLUMBIA RIDGE Drive,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.23924262,-115.87327167,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\6894-columbia-ridge-drive-10672919\esri_world_imagery_z19\z19_x93391_y177266.jpg,data\contact_sheets\columbia_valley\6894-columbia-ridge-drive-10672919\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\6894-columbia-ridge-drive-10672919\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
258,0,10672747,6925 COLUMBIA RIDGE Drive,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.23822824,-115.87131318,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\6925-columbia-ridge-drive-10672747\esri_world_imagery_z19\z19_x93394_y177268.jpg,data\contact_sheets\columbia_valley\6925-columbia-ridge-drive-10672747\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\6925-columbia-ridge-drive-10672747\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
259,0,10675110,6948 COLUMBIA RIDGE Drive,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.23947657,-115.87113053,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\6948-columbia-ridge-drive-10675110\esri_world_imagery_z19\z19_x93394_y177265.jpg,data\contact_sheets\columbia_valley\6948-columbia-ridge-drive-10675110\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\6948-columbia-ridge-drive-10675110\mls_contact_sheet.jpg,26,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
260,0,20057362,7-640 UPPER LAKEVIEW Road,Columbia Valley,Kootenay,INRU - Windermere,listing,50.50485565,-116.00868646,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\7-640-upper-lakeview-road-20057362\esri_world_imagery_z19\z19_x93194_y176659.jpg,data\contact_sheets\columbia_valley\7-640-upper-lakeview-road-20057362\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\7-640-upper-lakeview-road-20057362\mls_contact_sheet.jpg,30,no,no,,low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: ground-level front exterior only; remaining thumbnails are interiors. No house-plus-backyard/lot aerial candidate.
261,0,10661891,701A 4TH Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.505891,-115.062521,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\701a-4th-avenue-10661891\esri_world_imagery_z19\z19_x94572_y178923.jpg,data\contact_sheets\fernie_sparwood\701a-4th-avenue-10661891\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\701a-4th-avenue-10661891\mls_contact_sheet.jpg,4,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
262,0,20060670,717 27th Avenue S,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.50119106,-115.74378368,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\717-27th-avenue-s-20060670\esri_world_imagery_z19\z19_x93579_y178933.jpg,data\contact_sheets\cranbrook_kimberley\717-27th-avenue-s-20060670\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\717-27th-avenue-s-20060670\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
263,0,10676696,725 34TH S Avenue,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.50135349,-115.73380894,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\725-34th-s-avenue-10676696\esri_world_imagery_z19\z19_x93594_y178933.jpg,data\contact_sheets\cranbrook_kimberley\725-34th-s-avenue-10676696\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\725-34th-s-avenue-10676696\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
264,0,20022380,761 4TH Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.50631902,-115.06216895,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\761-4th-avenue-20022380\esri_world_imagery_z19\z19_x94572_y178922.jpg,data\contact_sheets\fernie_sparwood\761-4th-avenue-20022380\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\761-4th-avenue-20022380\mls_contact_sheet.jpg,28,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
265,0,20021336,781 WESTRIDGE Drive,Columbia Valley,Kootenay,IN - Invermere,listing,50.49976286,-116.04651437,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\781-westridge-drive-20021336\esri_world_imagery_z19\z19_x93139_y176671.jpg,data\contact_sheets\columbia_valley\781-westridge-drive-20021336\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\781-westridge-drive-20021336\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
266,0,20020418,782 4TH Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.50616999,-115.06124035,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\782-4th-avenue-20020418\esri_world_imagery_z19\z19_x94573_y178922.jpg,data\contact_sheets\fernie_sparwood\782-4th-avenue-20020418\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\782-4th-avenue-20020418\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
267,0,10636454,791 5TH Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.506654,-115.062807,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\791-5th-avenue-10636454\esri_world_imagery_z19\z19_x94571_y178921.jpg,data\contact_sheets\fernie_sparwood\791-5th-avenue-10636454\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\791-5th-avenue-10636454\mls_contact_sheet.jpg,14,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
268,0,10645721,799 LAKEVIEW MEADOWS Point,Columbia Valley,Kootenay,INRU - Invermere Rural,listing,50.500567,-116.006327,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\799-lakeview-meadows-point-10645721\esri_world_imagery_z19\z19_x93197_y176669.jpg,data\contact_sheets\columbia_valley\799-lakeview-meadows-point-10645721\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\799-lakeview-meadows-point-10645721\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
269,0,10669531,801 22ND S Avenue,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.50127586,-115.75086238,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\801-22nd-s-avenue-10669531\esri_world_imagery_z19\z19_x93569_y178933.jpg,data\contact_sheets\cranbrook_kimberley\801-22nd-s-avenue-10669531\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\801-22nd-s-avenue-10669531\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
270,0,10669856,801A 8TH Street,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.50880521,-115.06653065,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\801a-8th-street-10669856\esri_world_imagery_z19\z19_x94566_y178916.jpg,data\contact_sheets\fernie_sparwood\801a-8th-street-10669856\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\801a-8th-street-10669856\mls_contact_sheet.jpg,22,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
